loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,BAD,dtir1
cf,Joint,nopre,type1,p3,l1,nopc,486500,3.625,-0.004,0.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,9600.0,CIB,538,EXP,45-54,not_inst,69.6991404,south,direct,0,21.0
cf,Joint,nopre,type1,p4,l1,nopc,446500,3.99,-0.1801,0.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,7860.0,EXP,811,EXP,35-44,not_inst,49.17400881,North,direct,0,37.0
cf,Joint,nopre,type1,p1,l1,nopc,356500,3.875,0.1919,0.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5520.0,CIB,748,EXP,35-44,not_inst,89.57286432,south,direct,0,36.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,166500,3.5,0.9145,4828.5,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5820.0,EXP,691,EXP,45-54,to_inst,62.12686567,south,direct,0,30.0
cf,Female,nopre,type1,p4,l1,nopc,416500,3.625,-0.114,15854.9,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,16440.0,EXP,847,EXP,25-34,not_inst,87.13389121,North,direct,0,37.0
cf,Joint,nopre,type1,p4,l1,nopc,256500,3.625,0.1036,0.0,360.0,not_neg,int_only,not_lpsm,378000.0,sb,pr,home,1U,17340.0,CRIF,694,EXP,55-64,not_inst,67.85714286,North,direct,0,10.0
cf,Male,pre,type1,p1,l1,nopc,486500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,5220.0,EQUI,647,EXP,25-34,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Sex Not Available,nopre,type1,p3,l1,nopc,466500,3.25,0.3538,10610.0,180.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,28680.0,CIB,834,EXP,>74,to_inst,79.33673469,south,direct,0,19.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,246500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,int_only,not_lpsm,288000.0,sb,pr,home,1U,0.0,CIB,548,EXP,45-54,to_inst,85.59027778,south,direct,1,19.0
cf,Male,nopre,type1,p4,l1,nopc,486500,3.375,-0.0992,3158.8,348.0,neg_amm,not_int,not_lpsm,718000.0,sb,pr,home,1U,7560.0,EXP,581,EXP,55-64,not_inst,67.75766017,south,direct,0,31.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,336500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,7920.0,EQUI,837,EXP,25-34,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,nopre,type1,p2,l1,nopc,126500,4.375,0.4908,2287.5,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,1320.0,EXP,503,CIB,>74,to_inst,37.4260355,North,direct,0,44.0
cf,Female,nopre,type1,p4,l1,nopc,266500,3.99,0.4845,6538.75,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5820.0,EXP,873,CIB,65-74,to_inst,78.84615385,North,direct,0,47.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,156500,4.5,1.1105,2030.5,360.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,6360.0,CRIF,561,EXP,>74,to_inst,83.24468085,south,direct,0,7.0
cf,Joint,nopre,type1,p3,l1,nopc,176500,4.25,0.6688,3118.75,180.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,6900.0,CRIF,701,EXP,65-74,to_inst,74.15966387,central,direct,0,39.0
cf,Male,nopre,type1,p1,l1,nopc,726500,4.375,0.3527,1636.02,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,12900.0,CRIF,870,CIB,35-44,not_inst,89.91336634,North,direct,0,34.0
cf,Joint,pre,type1,p1,l1,nopc,376500,3.99,-0.009,0.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,12480.0,EXP,874,EXP,45-54,to_inst,80.44871795,North,direct,0,7.0
cf,Female,nopre,type1,p3,l1,nopc,76500,4.25,0.6384,2828.75,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,1680.0,CRIF,768,CIB,65-74,to_inst,23.32317073,North,direct,0,40.0
cf,Joint,pre,type3,p1,l1,nopc,246500,4.375,0.4381,3659.78,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4740.0,EXP,890,EXP,35-44,to_inst,103.5714286,North,direct,0,36.0
cf,Joint,nopre,type1,p1,l1,nopc,256500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,6000.0,EQUI,629,EXP,25-34,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,nopre,type3,p4,l1,nopc,166500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,7301.624987741493,EXP,681,CIB,65-74,to_inst,37.16517857,central,direct,1,37.05157872662454
cf,Male,pre,type1,p4,l1,nopc,586500,3.99,0.2989,5036.58,360.0,not_neg,not_int,not_lpsm,988000.0,sb,pr,home,1U,9360.0,CIB,808,CIB,35-44,to_inst,59.36234818,south,direct,0,33.0
cf,Male,nopre,type1,p4,l1,nopc,436500,3.875,-0.1186,1250.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,10860.0,CIB,890,CIB,25-34,to_inst,74.23469388,south,direct,0,21.0
cf,Female,nopre,type1,p3,l1,nopc,156500,3.99,0.4657,4500.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,1380.0,CRIF,883,CIB,65-74,to_inst,68.64035088,North,direct,0,47.0
cf,Joint,nopre,type3,p3,l1,nopc,296500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,6240.0,EQUI,738,EXP,65-74,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Sex Not Available,pre,type1,p4,l1,nopc,186500,3.5,-0.083,3409.544460592627,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2700.0,EXP,556,CIB,45-54,to_inst,56.8597561,south,direct,0,41.0
cf,Joint,nopre,type1,p4,l1,nopc,476500,3.25,-0.3958,0.0,360.0,not_neg,not_int,not_lpsm,1628000.0,sb,pr,home,1U,9600.0,CIB,739,EXP,35-44,not_inst,29.26904177,central,direct,0,23.0
cf,Joint,nopre,type1,p3,l1,nopc,126500,3.99,0.1145,3493.75,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,3720.0,CRIF,607,EXP,65-74,to_inst,71.06741573,North,direct,0,36.0
cf,Male,nopre,type1,p4,l1,nopc,576500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,1478000.0,sb,pr,home,1U,5340.0,CRIF,580,CIB,55-64,not_inst,39.00541272,North,direct,1,35.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,56500,3.625,1.2971,2436.5,120.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,4260.0,CRIF,857,CIB,55-64,to_inst,31.74157303,south,direct,0,30.0
cf,Joint,nopre,type1,p1,l1,nopc,616500,3.75,0.0809,6640.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,13380.0,CRIF,778,EXP,35-44,to_inst,79.24164524,North,direct,0,42.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,76500,5.125,1.3922,2590.87,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1800.0,EXP,890,CIB,>74,to_inst,70.83333333,south,direct,0,20.0
cf,Joint,nopre,type1,p3,l1,nopc,136500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3660.0,CIB,532,EXP,35-44,to_inst,38.12849162,North,direct,1,60.0
cf,Joint,nopre,type3,p4,l1,nopc,446500,2.875,-0.7641,3024.92,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,7301.624987741493,CIB,513,EXP,65-74,not_inst,84.56439394,North,direct,0,37.05157872662454
cf,Joint,nopre,type1,p1,l1,nopc,226500,4.99,0.8944,1990.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,ir,home,1U,9180.0,CRIF,710,EXP,55-64,to_inst,69.05487805,south,direct,0,49.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,336500,2.99,-0.6902,3163.37,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7301.624987741493,EXP,821,CIB,55-64,to_inst,91.44021739,south,direct,0,37.05157872662454
cf,Female,nopre,type1,p3,l1,nopc,186500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3600.0,CRIF,574,CIB,65-74,to_inst,85.55045872,North,direct,1,49.0
cf,Female,nopre,type1,p1,l1,nopc,626500,3.99,0.3197,863.61,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,9060.0,EXP,587,CIB,45-54,not_inst,89.75644699,North,direct,0,32.0
ncf,Male,nopre,type3,p1,l2,nopc,506500,4.056273024512094,0.36641514612813764,3409.544460592627,300.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,6960.0,EQUI,710,EXP,35-44,not_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,nopre,type1,p4,l1,nopc,256500,3.75,0.1077,1576.71,240.0,not_neg,not_int,not_lpsm,1208000.0,sb,pr,home,1U,5280.0,CRIF,761,CIB,55-64,not_inst,21.23344371,North,direct,0,49.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,436500,3.99,0.3583,3432.75,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,8400.0,CRIF,807,CIB,55-64,to_inst,78.22580645,south,direct,0,27.0
ncf,Joint,pre,type1,p1,l1,nopc,526500,3.875,0.131,595.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,9060.0,CRIF,522,EXP,45-54,to_inst,72.32142857,south,direct,0,32.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,326500,3.99,0.6448,8540.0,360.0,not_neg,int_only,not_lpsm,548000.0,sb,pr,home,1U,9000.0,EXP,895,EXP,35-44,to_inst,59.58029197,south,direct,0,37.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,276500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4860.0,CIB,661,EXP,55-64,to_inst,96.00694444,south,direct,1,38.0
cf,Female,nopre,type3,p4,l1,nopc,256500,2.99,-0.6364,2259.23,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7301.624987741493,EXP,893,CIB,25-34,to_inst,80.66037736,south,direct,0,37.05157872662454
cf,Female,nopre,type1,p3,l1,nopc,326500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,468000.0,sb,ir,home,1U,2100.0,EXP,796,CIB,55-64,not_inst,69.76495726,central,direct,1,57.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,356500,3.625,0.0228,3530.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,9720.0,CRIF,742,EXP,45-54,not_inst,60.6292517,south,direct,0,30.0
cf,Joint,nopre,type1,p3,l1,nopc,226500,3.75,0.0204,541.4,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,2460.0,EXP,812,EXP,>74,not_inst,48.3974359,North,direct,0,48.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,206500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,int_only,not_lpsm,278000.0,sb,pr,home,1U,1260.0,CIB,551,CIB,45-54,to_inst,74.28057554,south,direct,1,7.0
cf,Male,nopre,type1,p4,l1,nopc,236500,3.75,0.1288,1594.22,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4320.0,EXP,540,CIB,25-34,not_inst,76.78571429,North,direct,0,31.0
cf,Joint,nopre,type3,p3,l1,nopc,656500,3.625,-0.2373,0.0,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,8100.0,CRIF,787,EXP,65-74,not_inst,88.95663957,North,direct,0,46.0
cf,Joint,nopre,type1,p3,l1,nopc,566500,4.375,0.2481,0.0,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,8340.0,CRIF,674,EXP,45-54,not_inst,57.92433538,south,direct,0,37.0
cf,Female,nopre,type3,p4,l1,nopc,376500,2.75,-0.8779,1055.21,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,7301.624987741493,CIB,632,CIB,45-54,not_inst,92.27941176,North,direct,0,37.05157872662454
cf,Sex Not Available,nopre,type1,p1,l1,nopc,276500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,6000.0,CIB,835,EXP,25-34,to_inst,96.00694444,south,direct,1,12.0
cf,Female,nopre,type1,p4,l1,nopc,246500,3.99,0.202,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,3780.0,CRIF,808,CIB,55-64,not_inst,50.51229508,North,direct,0,37.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,106500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,2160.0,EQUI,714,EXP,65-74,to_inst,70.53786977721364,south,direct,1,37.05157872662454
ncf,Sex Not Available,nopre,type3,p1,l1,nopc,746500,3.25,-0.3985,319.22,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,9000.0,EXP,813,EXP,25-34,not_inst,101.1517615,North,direct,0,36.0
cf,Joint,nopre,type3,p4,l1,nopc,486500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7301.624987741493,EXP,670,EXP,45-54,to_inst,106.2227074,North,direct,1,37.05157872662454
cf,Male,nopre,type1,p1,l1,nopc,1316500,4.99,1.1354,0.0,360.0,not_neg,not_int,not_lpsm,1758000.0,sb,ir,home,4U,34680.0,EXP,749,CIB,35-44,not_inst,74.88623436,North,direct,0,35.0
cf,Male,nopre,type1,p1,l1,nopc,306500,3.5,-0.1087,6175.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,6420.0,CRIF,803,CIB,35-44,not_inst,93.44512195,North,direct,0,39.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,356500,3.99,0.1756,3409.544460592627,180.0,neg_amm,not_int,not_lpsm,998000.0,sb,pr,home,1U,8280.0,EXP,898,EXP,>74,to_inst,35.72144289,south,direct,0,41.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,346500,4.125,0.3151,3409.544460592627,180.0,neg_amm,not_int,not_lpsm,698000.0,sb,pr,home,1U,9360.0,CIB,552,EXP,65-74,to_inst,49.64183381,south,direct,0,48.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,246500,4.75,0.5629,4518.75,360.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,6420.0,CIB,646,CIB,35-44,to_inst,77.51572327,south,direct,0,23.0
cf,Male,nopre,type1,p4,l1,nopc,246500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,3120.0,EQUI,552,EXP,65-74,not_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Male,nopre,type1,p3,l1,nopc,296500,3.875,0.5515,9825.55,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,10980.0,CRIF,812,EXP,45-54,to_inst,74.49748744,south,direct,0,37.0
cf,Male,pre,type1,p1,l1,nopc,186500,4.375,0.9334,1940.76,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3000.0,CRIF,746,CIB,35-44,to_inst,99.20212766,North,direct,0,41.0
cf,Joint,nopre,type1,p1,l1,nopc,586500,3.875,0.2641,4718.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,9360.0,EXP,504,EXP,35-44,not_inst,80.56318681,North,direct,0,42.0
cf,Female,nopre,type1,p3,l1,nopc,416500,4.75,0.7581,4771.47,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,4980.0,EXP,801,CIB,45-54,to_inst,69.64882943,North,direct,0,41.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,376500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,lpsm,529023.0658963555,sb,pr,home,1U,8280.0,EQUI,614,EXP,35-44,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Male,pre,type1,p3,l1,nopc,166500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,ir,home,1U,3000.0,EQUI,830,EXP,25-34,not_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Joint,nopre,type1,p1,l2,nopc,106500,4.056273024512094,0.36641514612813764,3409.544460592627,300.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,sr,home,1U,10320.0,EQUI,810,EXP,45-54,to_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Male,nopre,type1,p4,l1,nopc,606500,4.56,0.172,0.0,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,7860.0,CRIF,624,CIB,55-64,not_inst,74.14425428,south,direct,0,48.0
cf,Joint,nopre,type3,p4,l1,nopc,596500,3.25,-0.5582,4476.24,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,7301.624987741493,CIB,880,EXP,55-64,not_inst,93.49529781,North,direct,0,37.05157872662454
ncf,Sex Not Available,nopre,type3,p4,l1,nopc,636500,3.625,-0.1325,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,658000.0,sb,pr,home,1U,7301.624987741493,EXP,708,EXP,35-44,to_inst,96.7325228,south,direct,0,37.05157872662454
cf,Joint,nopre,type1,p4,l1,nopc,356500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,neg_amm,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,4380.0,EQUI,748,EXP,55-64,to_inst,70.53786977721364,south,direct,1,37.05157872662454
cf,Female,nopre,type1,p4,l1,nopc,136500,4.056273024512094,0.36641514612813764,3409.544460592627,180.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,2880.0,EQUI,888,EXP,45-54,not_inst,70.53786977721364,North,direct,1,37.05157872662454
cf,Male,nopre,type3,p3,l1,nopc,116500,4.625,0.8366,1806.07,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2640.0,CIB,641,CIB,>74,to_inst,84.42028986,North,direct,0,39.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,116500,3.875,0.5212,2830.0,180.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2340.0,EXP,824,CIB,45-54,to_inst,58.83838384,south,direct,0,34.0
cf,Female,pre,type1,p4,l1,nopc,256500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,6540.0,CRIF,672,CIB,45-54,to_inst,69.70108696,central,direct,1,47.0
cf,Joint,nopre,type1,p3,l1,nopc,156500,4.75,1.4662,3075.0,180.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,6180.0,CRIF,619,EXP,55-64,to_inst,79.04040404,North,direct,0,38.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,666500,3.5,0.3747,3409.544460592627,240.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1U,12300.0,CRIF,712,EXP,55-64,to_inst,71.0554371,south,direct,0,41.0
cf,Joint,nopre,type1,p4,l1,nopc,136500,3.99,0.0513,3973.87,276.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4140.0,EXP,771,EXP,25-34,to_inst,72.60638298,North,direct,0,13.0
cf,Female,nopre,type3,p1,l1,nopc,646500,3.375,-0.157,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,2U,5040.0,CRIF,696,CIB,65-74,not_inst,102.9458599,North,direct,0,59.0
cf,Female,nopre,type1,p4,l1,nopc,486500,3.875,-0.463,0.0,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,6300.0,CIB,511,CIB,35-44,not_inst,75.07716049,North,direct,0,39.0
cf,Joint,nopre,type1,p4,l1,nopc,216500,3.625,0.161,2402.4,360.0,not_neg,not_int,not_lpsm,358000.0,sb,sr,home,1U,7920.0,CIB,515,EXP,65-74,not_inst,60.47486034,North,direct,0,27.0
cf,Male,nopre,type1,p4,l1,nopc,366500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,int_only,not_lpsm,458000.0,sb,pr,home,1U,7620.0,CRIF,797,CIB,35-44,not_inst,80.02183406,south,direct,1,23.0
cf,Joint,pre,type3,p1,l1,nopc,136500,4.25,0.0757,3908.7,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,4020.0,CIB,528,EXP,55-64,to_inst,76.68539326,North,direct,0,53.0
cf,Female,nopre,type1,p1,l1,nopc,386500,3.99,0.0011,717.94,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4920.0,CRIF,531,CIB,45-54,not_inst,94.73039216,North,direct,0,38.0
cf,Male,pre,type1,p4,l1,nopc,556500,4.125,0.405,4267.5,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,9900.0,CRIF,718,CIB,55-64,not_inst,76.44230769,North,direct,0,37.0
cf,Joint,nopre,type1,p3,l1,nopc,416500,4.99,1.2223,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,10560.0,CRIF,660,EXP,35-44,not_inst,74.64157706,central,direct,0,44.0
cf,Joint,nopre,type1,p1,l1,nopc,206500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,11700.0,CIB,670,EXP,65-74,to_inst,53.22164948,North,direct,1,38.0
cf,Female,nopre,type1,p1,l2,nopc,516500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,529023.0658963555,sb,pr,home,1U,5760.0,EQUI,893,EXP,25-34,not_inst,70.53786977721364,south,direct,1,37.05157872662454
ncf,Male,nopre,type1,p1,l1,nopc,286500,4.5,0.9116,6866.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5460.0,CRIF,806,CIB,45-54,to_inst,80.02793296,North-East,direct,0,35.0
ncf,Sex Not Available,nopre,type1,p1,l1,nopc,206500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,398000.0,sb,ir,home,2U,24180.0,EXP,676,EXP,55-64,to_inst,51.88442211,south,direct,1,20.0
cf,Male,nopre,type1,p2,l1,nopc,166500,5.5,1.014,1560.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4380.0,CIB,544,CIB,35-44,to_inst,45.24456522,North,direct,0,49.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,266500,3.99,0.4077,6510.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4560.0,CIB,777,CIB,35-44,to_inst,60.84474886,south,direct,0,35.0
cf,Joint,nopre,type1,p1,l1,nopc,496500,4.0,0.6506,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,7680.0,CRIF,594,EXP,25-34,not_inst,94.03409091,North,direct,0,30.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,246500,4.75,0.5746,5233.75,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3420.0,EXP,688,EXP,65-74,to_inst,72.92899408,south,direct,0,36.0
cf,Joint,nopre,type1,p4,l1,nopc,416500,4.25,0.1233,4879.5,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,5580.0,CIB,559,EXP,55-64,to_inst,68.50328947,central,direct,0,48.0
cf,Female,nopre,type1,p2,l1,nopc,476500,4.125,0.2686,0.0,360.0,not_neg,not_int,not_lpsm,1118000.0,sb,pr,home,1U,14460.0,EXP,867,CIB,55-64,not_inst,42.62075134,North,direct,0,25.0
cf,Joint,nopre,type1,p4,l1,nopc,466500,3.375,-0.216,1395.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,10920.0,EXP,559,EXP,35-44,not_inst,58.45864662,south,direct,0,23.0
cf,Joint,nopre,type3,p1,l1,nopc,436500,3.49,-0.006,2120.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7800.0,EXP,503,EXP,55-64,to_inst,101.9859813,south,direct,0,48.0
cf,Female,pre,type1,p1,l1,nopc,186500,4.375,1.0573,1710.75,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2400.0,EXP,854,CIB,45-54,to_inst,94.19191919,North,direct,0,41.0
cf,Joint,nopre,type1,p4,l1,nopc,396500,3.875,0.0697,0.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,14520.0,CIB,641,EXP,55-64,not_inst,49.07178218,North,direct,0,47.0
cf,Male,nopre,type1,p4,l1,nopc,376500,3.375,-0.3134,0.0,300.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,8400.0,EXP,867,CIB,35-44,not_inst,59.9522293,North,direct,0,20.0
cf,Joint,nopre,type1,p3,l2,opc,76500,6.24,1.082,3409.544460592627,360.0,not_neg,int_only,not_lpsm,1208000.0,sb,pr,home,1U,8160.0,CIB,883,EXP,45-54,to_inst,6.332781457,central,direct,0,44.0
cf,Female,nopre,type1,p4,l1,nopc,206500,3.69,0.4843,182.0,240.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6120.0,EXP,772,CIB,65-74,not_inst,57.68156425,North,direct,0,31.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,166500,4.99,0.6086,0.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,1800.0,EXP,877,CIB,65-74,to_inst,62.12686567,south,direct,0,42.0
cf,Male,nopre,type3,p4,l1,nopc,386500,3.25,-0.4437,953.13,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,7301.624987741493,EXP,535,EXP,45-54,to_inst,79.20081967,North,direct,0,37.05157872662454
cf,Sex Not Available,nopre,type1,p4,l1,nopc,386500,4.056273024512094,0.36641514612813764,3409.544460592627,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,6840.0,CRIF,703,CIB,35-44,to_inst,66.86851211,south,direct,1,36.0
cf,Joint,nopre,type3,p4,l1,nopc,426500,2.875,-0.7887,3186.25,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,7301.624987741493,CIB,591,EXP,35-44,not_inst,77.82846715,North,direct,0,37.05157872662454
