Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,property_Area,BAD
Male,Yes,0,Graduate,No,3246.0,1417.0,138.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,0
Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360.0,0.8421985815602837,Rural,0
Male,Yes,1,Graduate,No,6000.0,0.0,160.0,360.0,0.8421985815602837,Rural,0
Male,No,0,Graduate,No,6500.0,0.0,105.0,360.0,0.0,Rural,1
Male,No,0,Graduate,No,4095.0,3447.0,151.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300.0,0.8421985815602837,Rural,0
Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,0
Male,No,0,Graduate,No,3500.0,0.0,81.0,300.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,12841.0,10968.0,349.0,360.0,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,7740.0,0.0,128.0,180.0,1.0,Urban,0
Male,Yes,3+,Graduate,No,6417.0,0.0,157.0,180.0,1.0,Rural,0
Male,Yes,1,Graduate,No,3417.0,1750.0,186.0,360.0,1.0,Urban,0
Male,No,3+,Graduate,No,12500.0,3000.0,320.0,360.0,1.0,Rural,1
Male,Yes,2,Graduate,No,4616.0,0.0,134.0,360.0,1.0,Urban,1
Female,No,1,Graduate,No,3541.0,0.0,112.0,360.0,0.8421985815602837,Semiurban,0
Female,No,2,Graduate,No,3427.0,0.0,138.0,360.0,1.0,Urban,1
Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360.0,1.0,Semiurban,0
Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360.0,1.0,Rural,0
Female,Yes,1,Graduate,Yes,19484.0,0.0,600.0,360.0,1.0,Semiurban,0
Male,No,0,Not Graduate,No,1442.0,0.0,35.0,360.0,1.0,Urban,1
Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,0.8421985815602837,Semiurban,0
Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,1
Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360.0,0.0,Urban,1
Male,No,0,Graduate,No,5417.0,0.0,168.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,0.8421985815602837,Urban,1
Male,Yes,3+,Not Graduate,Yes,5703.0,0.0,130.0,360.0,1.0,Rural,0
Male,Yes,2,Graduate,Yes,3316.0,3500.0,88.0,360.0,1.0,Urban,0
Male,No,3+,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,0
Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,12000.0,0.0,164.0,360.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1828.0,1330.0,100.0,342.0,0.0,Urban,1
Male,No,0,Not Graduate,No,2550.0,2042.0,126.0,360.0,1.0,Rural,0
Female,No,1,Graduate,No,13262.0,0.0,40.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,2600.0,3500.0,115.0,342.0,1.0,Urban,0
Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,0
Male,Yes,2,Graduate,No,3340.0,1710.0,150.0,360.0,0.0,Rural,1
Female,No,0,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,1
Male,Yes,0,Graduate,Yes,2083.0,4083.0,160.0,360.0,0.8421985815602837,Semiurban,0
Male,No,0,Graduate,No,2833.0,1857.0,126.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,3948.0,1733.0,149.0,360.0,0.0,Rural,1
Male,No,3+,Not Graduate,No,4707.0,1993.0,148.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2698.0,2034.0,122.0,360.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,4000.0,7750.0,290.0,360.0,1.0,Semiurban,1
Female,No,0,Graduate,No,4300.0,0.0,136.0,360.0,0.0,Semiurban,1
Female,No,0,Graduate,Yes,2600.0,1717.0,99.0,300.0,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,4050.0,5302.0,138.0,360.0,0.8421985815602837,Rural,1
Male,No,1,Graduate,Yes,4692.0,0.0,106.0,360.0,1.0,Rural,1
Male,No,0,Graduate,No,2060.0,2209.0,134.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,360.0,1.0,Semiurban,0
Female,No,1,Graduate,Yes,7451.0,0.0,146.41216216216216,360.0,1.0,Semiurban,0
Female,No,1,Graduate,No,3481.0,0.0,155.0,36.0,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2333.0,1451.0,102.0,480.0,0.0,Urban,1
Male,Yes,3+,Graduate,No,4281.0,0.0,100.0,360.0,1.0,Urban,0
Male,Yes,1,Graduate,No,6083.0,4250.0,330.0,360.0,0.8421985815602837,Urban,0
Female,Yes,0,Graduate,No,4583.0,0.0,84.0,360.0,1.0,Rural,1
Male,No,0,Graduate,No,3600.0,0.0,80.0,360.0,1.0,Urban,1
Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360.0,1.0,Rural,0
Male,No,0,Graduate,No,3750.0,4750.0,176.0,360.0,1.0,Urban,1
Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360.0,1.0,Rural,0
Male,No,0,Graduate,No,4680.0,2087.0,146.41216216216216,360.0,1.0,Semiurban,1
Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360.0,0.0,Rural,1
Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,1.0,Rural,1
Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,0.8421985815602837,Rural,0
Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,0
Male,No,0,Graduate,No,3865.0,1640.0,146.41216216216216,360.0,1.0,Rural,0
Male,Yes,3+,Not Graduate,Yes,3333.0,2166.0,130.0,360.0,0.8421985815602837,Semiurban,0
Male,Yes,0,Graduate,No,14880.0,0.0,96.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2958.0,2900.0,131.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,1800.0,1213.0,47.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360.0,1.0,Urban,0
Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360.0,1.0,Rural,0
Male,Yes,1,Graduate,No,2787.0,1917.0,146.0,360.0,0.0,Rural,1
Male,Yes,0,Graduate,No,2799.0,2253.0,122.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,5250.0,688.0,160.0,360.0,1.0,Rural,0
Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360.0,1.0,Rural,0
Male,Yes,1,Graduate,Yes,2178.0,0.0,66.0,300.0,0.0,Rural,1
Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360.0,1.0,Urban,0
Male,Yes,1,Graduate,No,3717.0,2925.0,151.0,360.0,0.8421985815602837,Semiurban,1
Male,Yes,2,Not Graduate,No,2281.0,0.0,113.0,360.0,1.0,Rural,1
Male,Yes,2,Graduate,No,6540.0,0.0,205.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2275.0,2067.0,146.41216216216216,360.0,1.0,Urban,0
Male,No,0,Not Graduate,No,6216.0,0.0,133.0,360.0,1.0,Rural,1
Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,0
Male,No,0,Graduate,No,6000.0,0.0,140.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,2213.0,1125.0,146.41216216216216,360.0,1.0,Urban,0
Female,No,0,Graduate,No,2400.0,1863.0,104.0,360.0,0.0,Urban,1
Male,Yes,0,Graduate,No,5708.0,5625.0,187.0,360.0,1.0,Semiurban,0
Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,0
Female,No,0,Graduate,Yes,2500.0,0.0,93.0,360.0,0.8421985815602837,Urban,0
Male,Yes,2,Not Graduate,No,1993.0,1625.0,113.0,180.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,6283.0,4416.0,209.0,360.0,0.0,Rural,1
Male,Yes,2,Not Graduate,No,4288.0,3263.0,133.0,180.0,1.0,Urban,0
Male,No,0,Not Graduate,No,6783.0,0.0,130.0,360.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,5250.0,0.0,94.0,360.0,1.0,Urban,1
Male,Yes,1,Graduate,No,7250.0,1667.0,110.0,342.0,0.0,Urban,1
Male,Yes,3+,Graduate,No,6406.0,0.0,150.0,360.0,1.0,Semiurban,1
Female,Yes,1,Graduate,No,4666.0,0.0,135.0,360.0,1.0,Urban,0
Male,Yes,3+,Graduate,No,3029.0,0.0,99.0,360.0,1.0,Urban,0
Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,Rural,1
Male,Yes,2,Graduate,No,8799.0,0.0,258.0,360.0,0.0,Urban,1
Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,3087.0,2210.0,136.0,360.0,0.0,Semiurban,1
Male,Yes,0,Not Graduate,No,3523.0,3230.0,152.0,360.0,0.0,Rural,1
Male,Yes,3+,Graduate,No,4416.0,1250.0,110.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,7933.0,0.0,275.0,360.0,1.0,Urban,1
Male,Yes,0,Graduate,No,5116.0,1451.0,165.0,360.0,0.0,Urban,1
Male,Yes,3+,Graduate,No,2666.0,2083.0,95.0,360.0,1.0,Rural,0
Female,Yes,0,Graduate,No,2484.0,2302.0,137.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360.0,1.0,Urban,1
Male,No,0,Not Graduate,No,3748.0,1668.0,110.0,360.0,1.0,Semiurban,0
Female,No,0,Graduate,No,3244.0,0.0,80.0,360.0,1.0,Urban,0
Female,Yes,0,Graduate,No,3667.0,1459.0,144.0,360.0,1.0,Semiurban,0
Male,Yes,0,Not Graduate,No,2333.0,1516.0,95.0,360.0,1.0,Urban,0
Female,No,0,Graduate,No,2137.0,8980.0,137.0,360.0,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360.0,1.0,Semiurban,0
Female,No,0,Graduate,No,4000.0,2275.0,144.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,2237.0,0.0,63.0,480.0,0.0,Semiurban,1
Female,Yes,0,Graduate,No,10047.0,0.0,146.41216216216216,240.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,4691.0,0.0,100.0,360.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,3167.0,4000.0,180.0,300.0,0.0,Semiurban,1
Male,Yes,2,Graduate,No,2500.0,1620.8889396225773,109.0,360.0,1.0,Urban,0
Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,4106.0,0.0,40.0,180.0,1.0,Rural,0
Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,3858.0,0.0,76.0,360.0,1.0,Semiurban,0
Male,Yes,2,Graduate,No,11757.0,0.0,187.0,180.0,1.0,Urban,0
Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,0
Male,No,3+,Graduate,Yes,9357.0,0.0,292.0,360.0,1.0,Semiurban,0
Female,No,0,Graduate,No,5000.0,0.0,132.0,360.0,1.0,Rural,0
Male,Yes,0,Not Graduate,No,2894.0,2792.0,155.0,360.0,1.0,Rural,0
Male,Yes,2,Not Graduate,No,3365.0,1917.0,112.0,360.0,0.0,Rural,1
Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360.0,1.0,Rural,0
Male,No,2,Graduate,No,5532.0,4648.0,162.0,360.0,1.0,Rural,0
Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360.0,0.0,Urban,1
Male,Yes,0,Graduate,No,4860.0,830.0,125.0,360.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,4342.0,189.0,124.0,360.0,1.0,Semiurban,0
Male,Yes,0,Not Graduate,Yes,4695.0,0.0,96.0,342.0,1.0,Urban,0
Female,No,0,Graduate,No,5000.0,0.0,103.0,360.0,0.0,Semiurban,1
Male,Yes,2,Graduate,Yes,6633.0,0.0,146.41216216216216,360.0,0.0,Rural,1
Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,1
Female,No,0,Graduate,No,7200.0,0.0,120.0,360.0,1.0,Rural,0
Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84.0,1.0,Rural,1
Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,0
Female,No,1,Graduate,No,4723.0,0.0,81.0,360.0,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2600.0,1911.0,116.0,360.0,0.0,Semiurban,1
Male,Yes,0,Graduate,No,6256.0,0.0,160.0,360.0,0.8421985815602837,Urban,0
Female,No,1,Graduate,No,3652.0,0.0,95.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,3988.0,0.0,50.0,240.0,1.0,Urban,0
Male,Yes,2,Not Graduate,No,6125.0,1625.0,187.0,480.0,1.0,Semiurban,1
Male,Yes,2,Graduate,No,3159.0,461.0,108.0,84.0,1.0,Urban,0
Male,No,0,Graduate,No,1916.0,5063.0,67.0,360.0,0.8421985815602837,Rural,1
Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360.0,1.0,Urban,0
Male,Yes,1,Graduate,No,5649.0,0.0,44.0,360.0,1.0,Urban,0
Female,No,0,Graduate,No,10000.0,1666.0,225.0,360.0,1.0,Rural,1
Male,Yes,1,Graduate,No,3052.0,1030.0,100.0,360.0,1.0,Urban,0
Male,No,0,Graduate,Yes,7167.0,0.0,128.0,360.0,1.0,Urban,0
Male,No,0,Graduate,No,3750.0,0.0,113.0,480.0,1.0,Urban,1
Male,Yes,3+,Graduate,No,4333.0,1811.0,160.0,360.0,0.0,Urban,0
Male,Yes,0,Graduate,No,3103.0,1300.0,80.0,360.0,1.0,Urban,0
Male,Yes,1,Graduate,No,33846.0,0.0,260.0,360.0,1.0,Semiurban,1
Male,Yes,2,Not Graduate,Yes,1875.0,1875.0,97.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,0
Female,No,0,Graduate,No,3237.0,0.0,30.0,360.0,1.0,Urban,0
Male,No,1,Not Graduate,No,3596.0,0.0,100.0,240.0,0.8421985815602837,Urban,0
Male,Yes,2,Graduate,No,4865.0,5624.0,208.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360.0,0.8421985815602837,Urban,0
Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,0
Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360.0,1.0,Rural,0
Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,0
Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,5516.0,11300.0,495.0,360.0,0.0,Semiurban,1
Female,Yes,0,Not Graduate,No,4100.0,0.0,124.0,360.0,0.8421985815602837,Rural,0
Male,No,0,Graduate,No,4750.0,0.0,94.0,360.0,1.0,Semiurban,0
Female,No,0,Graduate,No,5000.0,2541.0,151.0,480.0,1.0,Rural,1
Male,Yes,0,Graduate,No,3816.0,754.0,160.0,360.0,1.0,Urban,0
Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300.0,0.8421985815602837,Urban,0
Male,Yes,2,Graduate,No,5042.0,2083.0,185.0,360.0,1.0,Rural,1
Male,Yes,0,Graduate,No,3539.0,1376.0,55.0,360.0,1.0,Rural,1
Male,Yes,0,Graduate,No,5821.0,0.0,144.0,360.0,1.0,Urban,0
Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,0
Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,3089.0,1280.0,121.0,360.0,0.0,Semiurban,1
Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1.0,Semiurban,0
Male,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,4310.0,0.0,130.0,360.0,0.8421985815602837,Semiurban,0
Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360.0,1.0,Urban,0
Male,No,0,Graduate,No,2980.0,2083.0,120.0,360.0,1.0,Rural,0
Male,Yes,1,Not Graduate,No,2239.0,2524.0,128.0,360.0,1.0,Urban,0
Male,No,0,Graduate,No,20233.0,0.0,480.0,360.0,1.0,Rural,1
Male,Yes,3+,Not Graduate,No,4931.0,0.0,128.0,360.0,0.8421985815602837,Semiurban,1
Female,No,0,Graduate,No,3846.0,0.0,111.0,360.0,1.0,Semiurban,0
Female,Yes,0,Graduate,No,2929.0,2333.0,139.0,360.0,1.0,Semiurban,0
Male,Yes,2,Graduate,No,4006.0,1526.0,168.0,360.0,1.0,Urban,0
Male,No,0,Graduate,No,2935.0,0.0,98.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,4000.0,2500.0,140.0,360.0,1.0,Rural,0
Female,No,0,Graduate,No,2667.0,1625.0,84.0,360.0,0.8421985815602837,Urban,0
Male,No,0,Graduate,No,5124.0,0.0,124.0,342.0,0.0,Rural,1
Male,Yes,2,Graduate,No,5185.0,0.0,155.0,360.0,1.0,Semiurban,0
Male,Yes,0,Not Graduate,No,2454.0,2333.0,181.0,360.0,0.0,Urban,1
Female,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,0
Male,Yes,2,Not Graduate,No,3273.0,1820.0,81.0,360.0,1.0,Urban,0
Female,No,0,Not Graduate,Yes,18165.0,0.0,125.0,360.0,1.0,Urban,0
Male,Yes,0,Not Graduate,No,4300.0,2014.0,194.0,360.0,1.0,Rural,0
Male,Yes,1,Not Graduate,No,2661.0,7101.0,279.0,180.0,1.0,Semiurban,0
Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,0
Male,No,1,Graduate,No,3667.0,0.0,113.0,180.0,1.0,Urban,0
Male,Yes,2,Graduate,No,5000.0,3667.0,236.0,360.0,1.0,Semiurban,0
Female,No,0,Graduate,No,3410.0,0.0,88.0,342.0,1.0,Urban,0
Male,Yes,2,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360.0,1.0,Urban,0
Female,No,2,Graduate,No,3750.0,2083.0,120.0,360.0,1.0,Semiurban,0
Male,No,0,Graduate,No,3069.0,0.0,71.0,480.0,1.0,Urban,1
Male,Yes,0,Not Graduate,No,4467.0,0.0,120.0,360.0,0.8421985815602837,Rural,0
Male,No,0,Graduate,No,2526.0,1783.0,145.0,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,5568.0,2142.0,175.0,360.0,1.0,Rural,1
Male,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,0.8421985815602837,Urban,0
Male,Yes,1,Graduate,No,6400.0,7250.0,180.0,360.0,0.0,Urban,1
Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,0
Female,No,3+,Not Graduate,No,1830.0,0.0,146.41216216216216,360.0,0.0,Urban,1
Male,No,0,Graduate,No,3254.0,0.0,50.0,360.0,1.0,Urban,0
Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,0
Male,Yes,0,Not Graduate,No,2917.0,536.0,66.0,360.0,1.0,Rural,1
Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,0
Male,Yes,2,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,1
Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480.0,1.0,Semiurban,0
Male,Yes,3+,Graduate,No,5167.0,3167.0,200.0,360.0,1.0,Semiurban,0
Male,Yes,1,Graduate,No,14583.0,0.0,185.0,180.0,1.0,Rural,0
Male,No,0,Graduate,No,6277.0,0.0,118.0,360.0,0.0,Rural,1
Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,0
Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360.0,1.0,Semiurban,0
Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,1
